"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","185","272","313","390","399","431","494","Epi_ref"
"group_2276","","hypothetical protein","8","8","1","2","2741","","","","638","638","638","AJPKBNED_02353","JABOOPHC_02314","OAPGLPBN_02181","PLNEIAEP_00028","HCLGMOMD_00031","PNEBEOAF_02267","PILLALAE_00028","ECPKFHDG_02283"
"group_2277","","hypothetical protein","8","8","1","2","666","","","","890","890","890","AJPKBNED_01984","JABOOPHC_01856","OAPGLPBN_01821","PLNEIAEP_00409","HCLGMOMD_00424","PNEBEOAF_01901","PILLALAE_00395","ECPKFHDG_01924"
"yjlD","","NADH dehydrogenase-like protein YjlD","8","8","1","2","1923","","","","1064","1064","1064","AJPKBNED_01852","JABOOPHC_01747","OAPGLPBN_01714","PLNEIAEP_00517","HCLGMOMD_00557","PNEBEOAF_01728","PILLALAE_00584","ECPKFHDG_01817"
"dnaK","","Chaperone protein DnaK","8","8","1","2","1294","","","","1829","1829","1829","AJPKBNED_01175","JABOOPHC_01147","OAPGLPBN_01113","PLNEIAEP_01182","HCLGMOMD_01160","PNEBEOAF_01127","PILLALAE_01186","ECPKFHDG_01217"
"group_228","","hypothetical protein","8","8","1","2","2739","","","","734","734","734","AJPKBNED_02351","JABOOPHC_02312","OAPGLPBN_02179","PLNEIAEP_00030","HCLGMOMD_00033","PNEBEOAF_02265","PILLALAE_00030","ECPKFHDG_02281"
"group_229","","hypothetical protein","8","8","1","2","2748","","","","416","644","615","AJPKBNED_02359","JABOOPHC_02323","OAPGLPBN_02190","PLNEIAEP_00022","HCLGMOMD_00022","PNEBEOAF_02277","PILLALAE_00022","ECPKFHDG_02292"
"scmP_1","","N-acetylcysteine deacetylase","8","8","1","2","2391","","","","1175","1175","1175","AJPKBNED_00309","JABOOPHC_00280","OAPGLPBN_00251","PLNEIAEP_02043","HCLGMOMD_02020","PNEBEOAF_00259","PILLALAE_02072","ECPKFHDG_00351"
"argF","","Ornithine carbamoyltransferase","8","8","1","2","3238","","","","1001","1001","1001","AJPKBNED_00153","JABOOPHC_00119","OAPGLPBN_00108","PLNEIAEP_02187","HCLGMOMD_02158","PNEBEOAF_00119","PILLALAE_02226","ECPKFHDG_00214"
"folD","","Bifunctional protein FolD protein","8","8","1","2","1801","","","","860","860","860","AJPKBNED_01661","JABOOPHC_01624","OAPGLPBN_01596","PLNEIAEP_00696","HCLGMOMD_00675","PNEBEOAF_01608","PILLALAE_00701","ECPKFHDG_01700"
"tarB","","Teichoic acid glycerol-phosphate primase","8","8","1","2","560","","","","1091","1091","1091","AJPKBNED_02084","JABOOPHC_01958","OAPGLPBN_01920","PLNEIAEP_00308","HCLGMOMD_00323","PNEBEOAF_02000","PILLALAE_00295","ECPKFHDG_02023"
"mntA","","Manganese-binding lipoprotein MntA","8","8","1","2","552","","","","929","929","929","AJPKBNED_02092","JABOOPHC_01966","OAPGLPBN_01928","PLNEIAEP_00300","HCLGMOMD_00315","PNEBEOAF_02008","PILLALAE_00287","ECPKFHDG_02031"
"cysI","","Sulfite reductase [NADPH] hemoprotein beta-component","8","8","1","2","2376","","","","1718","1718","1718","AJPKBNED_00295","JABOOPHC_00264","OAPGLPBN_00237","PLNEIAEP_02057","HCLGMOMD_02034","PNEBEOAF_00243","PILLALAE_02086","ECPKFHDG_00337"
"group_2301","","hypothetical protein","8","8","1","2","1888","","","","401","401","401","AJPKBNED_01820","JABOOPHC_01713","OAPGLPBN_01679","PLNEIAEP_00550","HCLGMOMD_00590","PNEBEOAF_01695","PILLALAE_00616","ECPKFHDG_01783"
"gdpP","","Cyclic-di-AMP phosphodiesterase GdpP","8","8","1","2","2784","","","","1967","1967","1967","AJPKBNED_00014","JABOOPHC_00013","OAPGLPBN_00014","PLNEIAEP_02379","HCLGMOMD_02290","PNEBEOAF_00014","PILLALAE_02331","ECPKFHDG_00014"
"mnhD1","","Na(+)/H(+) antiporter subunit D1","8","8","1","2","1911","","","","1496","1496","1496","AJPKBNED_01841","JABOOPHC_01736","OAPGLPBN_01702","PLNEIAEP_00528","HCLGMOMD_00568","PNEBEOAF_01717","PILLALAE_00595","ECPKFHDG_01805"
"ydjP","","AB hydrolase superfamily protein YdjP","8","8","1","2","535","","","","797","797","797","AJPKBNED_02109","JABOOPHC_01983","OAPGLPBN_01945","PLNEIAEP_00283","HCLGMOMD_00298","PNEBEOAF_02027","PILLALAE_00270","ECPKFHDG_02048"
"cntA","","Metal-staphylopine-binding protein CntA","8","8","1","2","3259","","","","1598","1598","1598","AJPKBNED_00132","JABOOPHC_00098","OAPGLPBN_00087","PLNEIAEP_02208","HCLGMOMD_02179","PNEBEOAF_00098","PILLALAE_02247","ECPKFHDG_00193"
"fabZ","","3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ","8","8","1","2","2141","","","","437","437","437","AJPKBNED_00761","JABOOPHC_00731","OAPGLPBN_00706","PLNEIAEP_01592","HCLGMOMD_01567","PNEBEOAF_00712","PILLALAE_01623","ECPKFHDG_00803"
"group_2307","","hypothetical protein","8","8","1","2","565","","","","833","833","833","AJPKBNED_02079","JABOOPHC_01953","OAPGLPBN_01915","PLNEIAEP_00313","HCLGMOMD_00328","PNEBEOAF_01995","PILLALAE_00300","ECPKFHDG_02018"
"garK_2","","Glycerate 2-kinase","8","8","1","2","668","","","","1130","1130","1130","AJPKBNED_01982","JABOOPHC_01854","OAPGLPBN_01819","PLNEIAEP_00411","HCLGMOMD_00426","PNEBEOAF_01899","PILLALAE_00397","ECPKFHDG_01922"
"ssaA_1","","Staphylococcal secretory antigen SsaA","8","8","1","2","2432","","","","773","773","773","AJPKBNED_00348","JABOOPHC_00318","OAPGLPBN_00288","PLNEIAEP_02005","HCLGMOMD_01983","PNEBEOAF_00297","PILLALAE_02035","ECPKFHDG_00388"
"trmFO","","Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO","8","8","1","2","1634","","","","1307","1307","1307","AJPKBNED_01496","JABOOPHC_01460","OAPGLPBN_01432","PLNEIAEP_00859","HCLGMOMD_00839","PNEBEOAF_01444","PILLALAE_00865","ECPKFHDG_01536"
"group_2317","argR_2","Arginine repressor","8","8","1","2","1361","","","","452","452","452","AJPKBNED_01239","JABOOPHC_01211","OAPGLPBN_01177","PLNEIAEP_01119","HCLGMOMD_01096","PNEBEOAF_01191","PILLALAE_01122","ECPKFHDG_01281"
"group_2318","","hypothetical protein","8","8","1","2","1434","","","","440","440","440","AJPKBNED_01311","JABOOPHC_01282","OAPGLPBN_01248","PLNEIAEP_01047","HCLGMOMD_01025","PNEBEOAF_01264","PILLALAE_01050","ECPKFHDG_01352"
"glvR","","HTH-type transcriptional regulator GlvR","8","8","1","2","2663","","","","761","761","761","AJPKBNED_00557","JABOOPHC_00527","OAPGLPBN_00499","PLNEIAEP_01798","HCLGMOMD_01772","PNEBEOAF_00506","PILLALAE_01826","ECPKFHDG_00598"
"rsmG","","Ribosomal RNA small subunit methyltransferase G","8","8","1","2","2766","","","","719","719","719","AJPKBNED_02375","JABOOPHC_02339","OAPGLPBN_02206","PLNEIAEP_00005","HCLGMOMD_00006","PNEBEOAF_02292","PILLALAE_00006","ECPKFHDG_02308"
"ackA","","Acetate kinase","8","8","1","2","1175","","","","1253","1253","1253","AJPKBNED_01058","JABOOPHC_01031","OAPGLPBN_00997","PLNEIAEP_01299","HCLGMOMD_01276","PNEBEOAF_01011","PILLALAE_01303","ECPKFHDG_01101"
"metXA","","Homoserine O-acetyltransferase","8","8","1","2","2782","","","","968","968","968","AJPKBNED_00012","JABOOPHC_00011","OAPGLPBN_00012","PLNEIAEP_02381","HCLGMOMD_02292","PNEBEOAF_00012","PILLALAE_02333","ECPKFHDG_00012"
"pbuG","","Guanine/hypoxanthine permease PbuG","8","8","1","2","2269","","","","1334","1334","1334","AJPKBNED_00629","JABOOPHC_00597","OAPGLPBN_00571","PLNEIAEP_01726","HCLGMOMD_01701","PNEBEOAF_00578","PILLALAE_01756","ECPKFHDG_00670"
"atpB","","ATP synthase subunit a","8","8","1","2","2151","","","","728","728","728","AJPKBNED_00751","JABOOPHC_00721","OAPGLPBN_00696","PLNEIAEP_01602","HCLGMOMD_01577","PNEBEOAF_00702","PILLALAE_01633","ECPKFHDG_00793"
"odh","","Opine dehydrogenase","8","8","1","2","2318","","","","1070","1070","1070","AJPKBNED_00584","JABOOPHC_00552","OAPGLPBN_00527","PLNEIAEP_01771","HCLGMOMD_01747","PNEBEOAF_00532","PILLALAE_01800","ECPKFHDG_00625"
"carB","","Carbamoyl-phosphate synthase large chain","8","8","1","2","1683","","","","3173","3173","3173","AJPKBNED_01543","JABOOPHC_01506","OAPGLPBN_01478","PLNEIAEP_00812","HCLGMOMD_00793","PNEBEOAF_01490","PILLALAE_00819","ECPKFHDG_01582"
"ureG","","Urease accessory protein UreG","8","8","1","2","2309","","","","614","614","614","AJPKBNED_00592","JABOOPHC_00560","OAPGLPBN_00535","PLNEIAEP_01763","HCLGMOMD_01739","PNEBEOAF_00540","PILLALAE_01792","ECPKFHDG_00633"
"group_2327","","hypothetical protein","8","8","1","2","1784","","","","1292","1292","1292","AJPKBNED_01644","JABOOPHC_01607","OAPGLPBN_01579","PLNEIAEP_00713","HCLGMOMD_00692","PNEBEOAF_01591","PILLALAE_00718","ECPKFHDG_01683"
"ilvE","","putative branched-chain-amino-acid aminotransferase","8","8","1","2","464","","","","1076","1076","1076","AJPKBNED_02177","JABOOPHC_02123","OAPGLPBN_02009","PLNEIAEP_00217","HCLGMOMD_00228","PNEBEOAF_02095","PILLALAE_00202","ECPKFHDG_02112"
"prfA","","Peptide chain release factor 1","8","8","1","2","2162","","","","1076","1076","1076","AJPKBNED_00742","JABOOPHC_00712","OAPGLPBN_00687","PLNEIAEP_01611","HCLGMOMD_01586","PNEBEOAF_00693","PILLALAE_01642","ECPKFHDG_00784"
"IMPDH","","Inosine-5'-monophosphate dehydrogenase","8","8","1","2","1182","","","","1298","1298","1298","AJPKBNED_01065","JABOOPHC_01038","OAPGLPBN_01004","PLNEIAEP_01293","HCLGMOMD_01269","PNEBEOAF_01018","PILLALAE_01296","ECPKFHDG_01108"
"sucD","","Succinate--CoA ligase [ADP-forming] subunit alpha","8","8","1","2","1637","","","","908","908","908","AJPKBNED_01499","JABOOPHC_01463","OAPGLPBN_01435","PLNEIAEP_00856","HCLGMOMD_00836","PNEBEOAF_01447","PILLALAE_00862","ECPKFHDG_01539"
"group_2332","","hypothetical protein","8","8","1","2","1265","","","","1268","1268","1268","AJPKBNED_01147","JABOOPHC_01119","OAPGLPBN_01085","PLNEIAEP_01212","HCLGMOMD_01188","PNEBEOAF_01099","PILLALAE_01214","ECPKFHDG_01189"
"yycJ","","Putative metallo-hydrolase YycJ","8","8","1","2","2792","","","","800","800","800","AJPKBNED_00024","JABOOPHC_00023","OAPGLPBN_00024","PLNEIAEP_02369","HCLGMOMD_02280","PNEBEOAF_00024","PILLALAE_02321","ECPKFHDG_00024"
"group_2334","","hypothetical protein","8","8","1","2","2203","","","","683","683","683","AJPKBNED_00693","JABOOPHC_00663","OAPGLPBN_00637","PLNEIAEP_01660","HCLGMOMD_01636","PNEBEOAF_00644","PILLALAE_01691","ECPKFHDG_00735"
"group_2335","","hypothetical protein","8","8","1","2","1782","","","","539","539","539","AJPKBNED_01642","JABOOPHC_01605","OAPGLPBN_01577","PLNEIAEP_00715","HCLGMOMD_00694","PNEBEOAF_01589","PILLALAE_00720","ECPKFHDG_01681"
"rocA","","1-pyrroline-5-carboxylate dehydrogenase","8","8","1","2","2439","","","","1544","1544","1544","AJPKBNED_00356","JABOOPHC_00325","OAPGLPBN_00295","PLNEIAEP_01998","HCLGMOMD_01975","PNEBEOAF_00304","PILLALAE_02027","ECPKFHDG_00395"
"rnj2","","Ribonuclease J 2","8","8","1","2","1610","","","","1706","1706","1706","AJPKBNED_01472","JABOOPHC_01436","OAPGLPBN_01408","PLNEIAEP_00883","HCLGMOMD_00863","PNEBEOAF_01420","PILLALAE_00889","ECPKFHDG_01512"
"whiA","","putative cell division protein WhiA","8","8","1","2","695","","","","944","944","944","AJPKBNED_01957","JABOOPHC_01827","OAPGLPBN_01794","PLNEIAEP_00436","HCLGMOMD_00451","PNEBEOAF_01872","PILLALAE_00422","ECPKFHDG_01897"
"purH","","Bifunctional purine biosynthesis protein PurH","8","8","1","2","1791","","","","1478","1478","1478","AJPKBNED_01651","JABOOPHC_01614","OAPGLPBN_01586","PLNEIAEP_00706","HCLGMOMD_00685","PNEBEOAF_01598","PILLALAE_00711","ECPKFHDG_01690"
"dgk","","Deoxyguanosine kinase","8","8","1","2","472","","","","662","662","662","AJPKBNED_02169","JABOOPHC_02115","OAPGLPBN_02001","PLNEIAEP_00225","HCLGMOMD_00237","PNEBEOAF_02087","PILLALAE_00210","ECPKFHDG_02104"
"lysP_2","","Lysine-specific permease","8","8","1","2","1544","","","","1448","1448","1448","AJPKBNED_01413","JABOOPHC_01377","OAPGLPBN_01350","PLNEIAEP_00940","HCLGMOMD_00923","PNEBEOAF_01361","PILLALAE_00947","ECPKFHDG_01454"
"group_2342","","hypothetical protein","8","8","1","2","1980","","","","344","344","344","AJPKBNED_01907","JABOOPHC_01802","OAPGLPBN_01769","PLNEIAEP_00461","HCLGMOMD_00502","PNEBEOAF_01845","PILLALAE_00468","ECPKFHDG_01872"
"uvrA_1","","UvrABC system protein A","8","8","1","2","1850","","","","2258","2258","2258","AJPKBNED_01783","JABOOPHC_01674","OAPGLPBN_01644","PLNEIAEP_00588","HCLGMOMD_00627","PNEBEOAF_01656","PILLALAE_00652","ECPKFHDG_01748"
"pyk","","Pyruvate kinase","8","8","1","2","1189","","","","1757","1757","1757","AJPKBNED_01072","JABOOPHC_01045","OAPGLPBN_01011","PLNEIAEP_01286","HCLGMOMD_01262","PNEBEOAF_01025","PILLALAE_01289","ECPKFHDG_01115"
"oppF","","Oligopeptide transport ATP-binding protein OppF","8","8","1","2","1873","","","","938","941","938","AJPKBNED_01806","JABOOPHC_01697","OAPGLPBN_01666","PLNEIAEP_00566","HCLGMOMD_00605","PNEBEOAF_01679","PILLALAE_00629","ECPKFHDG_01770"
"cdaA","","Cyclic di-AMP synthase CdaA","8","8","1","2","2198","","","","809","809","809","AJPKBNED_00707","JABOOPHC_00677","OAPGLPBN_00651","PLNEIAEP_01646","HCLGMOMD_01622","PNEBEOAF_00658","PILLALAE_01677","ECPKFHDG_00749"
"group_2347","","hypothetical protein","8","8","1","2","707","","","","458","458","458","AJPKBNED_01944","JABOOPHC_01814","OAPGLPBN_01781","PLNEIAEP_00449","HCLGMOMD_00464","PNEBEOAF_01857","PILLALAE_00435","ECPKFHDG_01884"
"atpD","","ATP synthase subunit beta","8","8","1","2","2145","","","","1412","1412","1412","AJPKBNED_00757","JABOOPHC_00727","OAPGLPBN_00702","PLNEIAEP_01596","HCLGMOMD_01571","PNEBEOAF_00708","PILLALAE_01627","ECPKFHDG_00799"
"cydD","","ATP-binding/permease protein CydD","8","8","1","2","600","","","","1634","1634","1634","AJPKBNED_02044","JABOOPHC_01918","OAPGLPBN_01880","PLNEIAEP_00348","HCLGMOMD_00363","PNEBEOAF_01960","PILLALAE_00336","ECPKFHDG_01983"
"menB","","1,4-dihydroxy-2-naphthoyl-CoA synthase","8","8","1","2","1818","","","","818","818","818","AJPKBNED_01676","JABOOPHC_01640","OAPGLPBN_01611","PLNEIAEP_00680","HCLGMOMD_00660","PNEBEOAF_01623","PILLALAE_00686","ECPKFHDG_01715"
"gltX","","Glutamate--tRNA ligase","8","8","1","2","435","","","","1454","1454","1454","AJPKBNED_02203","JABOOPHC_02149","OAPGLPBN_02036","PLNEIAEP_00191","HCLGMOMD_00201","PNEBEOAF_02121","PILLALAE_00176","ECPKFHDG_02139"
"glpK","","Glycerol kinase","8","8","1","2","1584","","","","1499","1499","1499","AJPKBNED_01446","JABOOPHC_01411","OAPGLPBN_01383","PLNEIAEP_00909","HCLGMOMD_00888","PNEBEOAF_01395","PILLALAE_00914","ECPKFHDG_01487"
"ydhP","","Inner membrane transport protein YdhP","8","8","1","2","3179","","","","1175","1175","1175","AJPKBNED_00209","JABOOPHC_00170","OAPGLPBN_00161","PLNEIAEP_02130","HCLGMOMD_02107","PNEBEOAF_00170","PILLALAE_02171","ECPKFHDG_00265"
"lysS","","Lysine--tRNA ligase","8","8","1","2","2024","","","","1487","1487","1487","AJPKBNED_02232","JABOOPHC_02177","OAPGLPBN_02064","PLNEIAEP_00164","HCLGMOMD_00173","PNEBEOAF_02149","PILLALAE_00148","ECPKFHDG_02167"
"valS","","Valine--tRNA ligase","8","8","1","2","1222","","","","2630","2630","2630","AJPKBNED_01104","JABOOPHC_01077","OAPGLPBN_01043","PLNEIAEP_01254","HCLGMOMD_01230","PNEBEOAF_01057","PILLALAE_01257","ECPKFHDG_01147"
"gmk","","Guanylate kinase","8","8","1","2","1676","","","","623","623","623","AJPKBNED_01537","JABOOPHC_01500","OAPGLPBN_01472","PLNEIAEP_00818","HCLGMOMD_00799","PNEBEOAF_01484","PILLALAE_00825","ECPKFHDG_01576"
"group_2357","","Putative 5'(3')-deoxyribonucleotidase","8","8","1","2","647","","","","539","539","539","AJPKBNED_02001","JABOOPHC_01873","OAPGLPBN_01838","PLNEIAEP_00391","HCLGMOMD_00406","PNEBEOAF_01918","PILLALAE_00378","ECPKFHDG_01941"
"ddl","","D-alanine--D-alanine ligase","8","8","1","2","2126","","","","1073","1073","1073","AJPKBNED_00776","JABOOPHC_00746","OAPGLPBN_00721","PLNEIAEP_01577","HCLGMOMD_01552","PNEBEOAF_00727","PILLALAE_01608","ECPKFHDG_00818"
"pucK","","Uric acid permease PucK","8","8","1","2","2696","","","","1268","1268","1268","AJPKBNED_02318","JABOOPHC_02260","OAPGLPBN_02146","PLNEIAEP_00063","HCLGMOMD_00092","PNEBEOAF_02232","PILLALAE_00063","ECPKFHDG_02248"
"rbsK","","Ribokinase","8","8","1","2","2469","","","","923","923","923","AJPKBNED_00385","JABOOPHC_00353","OAPGLPBN_00324","PLNEIAEP_01970","HCLGMOMD_01946","PNEBEOAF_00332","PILLALAE_01998","ECPKFHDG_00424"
"rlmN","","putative dual-specificity RNA methyltransferase RlmN","8","8","1","2","1668","","","","1094","1094","1094","AJPKBNED_01529","JABOOPHC_01492","OAPGLPBN_01464","PLNEIAEP_00826","HCLGMOMD_00807","PNEBEOAF_01476","PILLALAE_00833","ECPKFHDG_01568"
"group_2362","","hypothetical protein","8","8","1","2","3278","","","","317","317","317","AJPKBNED_00115","JABOOPHC_00081","OAPGLPBN_00069","PLNEIAEP_02226","HCLGMOMD_02197","PNEBEOAF_00081","PILLALAE_02264","ECPKFHDG_00175"
"pycA","","Pyruvate carboxylase","8","8","1","2","1747","","","","3449","3449","3449","AJPKBNED_01607","JABOOPHC_01570","OAPGLPBN_01542","PLNEIAEP_00749","HCLGMOMD_00729","PNEBEOAF_01554","PILLALAE_00755","ECPKFHDG_01646"
"rodZ","","Cytoskeleton protein RodZ","8","8","1","2","1603","","","","392","392","392","AJPKBNED_01465","JABOOPHC_01429","OAPGLPBN_01401","PLNEIAEP_00890","HCLGMOMD_00870","PNEBEOAF_01413","PILLALAE_00896","ECPKFHDG_01505"
"arcA","","Arginine deiminase","8","8","1","2","3129","","","","1235","1235","1235","AJPKBNED_00248","JABOOPHC_00210","OAPGLPBN_00201","PLNEIAEP_02091","HCLGMOMD_02067","PNEBEOAF_00210","PILLALAE_02132","ECPKFHDG_00305"
"rpoC","","DNA-directed RNA polymerase subunit beta'","8","8","1","2","451","","","","3623","3623","3623","AJPKBNED_02188","JABOOPHC_02134","OAPGLPBN_02021","PLNEIAEP_00206","HCLGMOMD_00216","PNEBEOAF_02106","PILLALAE_00191","ECPKFHDG_02124"
"group_2367","","putative AAA domain-containing protein","8","8","1","2","1251","","","","1271","1271","1271","AJPKBNED_01133","JABOOPHC_01105","OAPGLPBN_01071","PLNEIAEP_01226","HCLGMOMD_01202","PNEBEOAF_01085","PILLALAE_01228","ECPKFHDG_01175"
"uvrC","","UvrABC system protein C","8","8","1","2","1723","","","","1784","1784","1784","AJPKBNED_01583","JABOOPHC_01546","OAPGLPBN_01518","PLNEIAEP_00773","HCLGMOMD_00753","PNEBEOAF_01530","PILLALAE_00779","ECPKFHDG_01622"
"tcyC","","L-cystine import ATP-binding protein TcyC","8","8","1","2","2568","","","","731","731","731","AJPKBNED_00473","JABOOPHC_00444","OAPGLPBN_00415","PLNEIAEP_01879","HCLGMOMD_01857","PNEBEOAF_00424","PILLALAE_01910","ECPKFHDG_00514"
"kimA","","Potassium transporter KimA","8","8","1","2","2554","","","","1829","1829","1829","AJPKBNED_00460","JABOOPHC_00431","OAPGLPBN_00402","PLNEIAEP_01892","HCLGMOMD_01870","PNEBEOAF_00411","PILLALAE_01923","ECPKFHDG_00501"
"group_2371","","hypothetical protein","8","8","1","2","1917","","","","1316","1316","1316","AJPKBNED_01847","JABOOPHC_01742","OAPGLPBN_01708","PLNEIAEP_00522","HCLGMOMD_00562","PNEBEOAF_01723","PILLALAE_00589","ECPKFHDG_01811"
"hemA","","Glutamyl-tRNA reductase","8","8","1","2","1214","","","","1346","1346","1346","AJPKBNED_01096","JABOOPHC_01069","OAPGLPBN_01035","PLNEIAEP_01262","HCLGMOMD_01238","PNEBEOAF_01049","PILLALAE_01265","ECPKFHDG_01139"
"rpsJ","","30S ribosomal protein S10","8","8","1","2","2267","","","","308","308","308","AJPKBNED_00631","JABOOPHC_00599","OAPGLPBN_00573","PLNEIAEP_01724","HCLGMOMD_01699","PNEBEOAF_00580","PILLALAE_01754","ECPKFHDG_00672"
"alsT","","Amino-acid carrier protein AlsT","8","8","1","2","1520","","","","1457","1457","1457","AJPKBNED_01390","JABOOPHC_01354","OAPGLPBN_01327","PLNEIAEP_00963","HCLGMOMD_00946","PNEBEOAF_01338","PILLALAE_00970","ECPKFHDG_01431"
"ytpP","","Thioredoxin-like protein YtpP","8","8","1","2","1146","","","","311","311","311","AJPKBNED_01030","JABOOPHC_01002","OAPGLPBN_00969","PLNEIAEP_01327","HCLGMOMD_01304","PNEBEOAF_00983","PILLALAE_01331","ECPKFHDG_01073"
"narG","","Respiratory nitrate reductase 1 alpha chain","8","8","1","2","2583","","","","3683","3683","3683","AJPKBNED_00487","JABOOPHC_00458","OAPGLPBN_00429","PLNEIAEP_01865","HCLGMOMD_01843","PNEBEOAF_00438","PILLALAE_01896","ECPKFHDG_00528"
"group_2377","","hypothetical protein","8","8","1","2","2447","","","","431","434","431","AJPKBNED_00364","JABOOPHC_00333","OAPGLPBN_00303","PLNEIAEP_01990","HCLGMOMD_01967","PNEBEOAF_00312","PILLALAE_02019","ECPKFHDG_00403"
"parE","","DNA topoisomerase 4 subunit B","8","8","1","2","1522","","","","2000","2000","2000","AJPKBNED_01392","JABOOPHC_01356","OAPGLPBN_01329","PLNEIAEP_00961","HCLGMOMD_00944","PNEBEOAF_01340","PILLALAE_00968","ECPKFHDG_01433"
"metQ_2","","putative D-methionine-binding lipoprotein MetQ","8","8","1","2","2077","","","","845","845","845","AJPKBNED_02289","JABOOPHC_02234","OAPGLPBN_02121","PLNEIAEP_00109","HCLGMOMD_00116","PNEBEOAF_02206","PILLALAE_00091","ECPKFHDG_02224"
"group_2380","","Nucleoid-associated protein","8","8","1","2","2063","","","","317","317","317","AJPKBNED_02274","JABOOPHC_02219","OAPGLPBN_02106","PLNEIAEP_00122","HCLGMOMD_00131","PNEBEOAF_02191","PILLALAE_00106","ECPKFHDG_02209"
"queG","","Epoxyqueuosine reductase","8","8","1","2","1065","","","","1130","1130","1130","AJPKBNED_00948","JABOOPHC_00919","OAPGLPBN_00884","PLNEIAEP_01410","HCLGMOMD_01389","PNEBEOAF_00900","PILLALAE_01413","ECPKFHDG_00990"
"group_2382","","hypothetical protein","8","8","1","2","2744","","","","464","464","464","AJPKBNED_02355","JABOOPHC_02316","OAPGLPBN_02183","PLNEIAEP_00026","HCLGMOMD_00029","PNEBEOAF_02269","PILLALAE_00026","ECPKFHDG_02285"
"zwf_1","","Glucose-6-phosphate 1-dehydrogenase","8","8","1","2","1373","","","","1484","1484","1484","AJPKBNED_01251","JABOOPHC_01223","OAPGLPBN_01189","PLNEIAEP_01107","HCLGMOMD_01084","PNEBEOAF_01203","PILLALAE_01110","ECPKFHDG_01293"
"pxpB_2","","5-oxoprolinase subunit B","8","8","1","2","633","","","","731","731","731","AJPKBNED_02011","JABOOPHC_01885","OAPGLPBN_01847","PLNEIAEP_00381","HCLGMOMD_00396","PNEBEOAF_01927","PILLALAE_00369","ECPKFHDG_01950"
"hrcA","","Heat-inducible transcription repressor HrcA","8","8","1","2","1292","","","","977","977","977","AJPKBNED_01173","JABOOPHC_01145","OAPGLPBN_01111","PLNEIAEP_01184","HCLGMOMD_01162","PNEBEOAF_01125","PILLALAE_01188","ECPKFHDG_01215"
