"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","313","Epi_ref"
"group_1728","","hypothetical protein","2","2","1","2","530","","","","146","146","146","OAPGLPBN_00416","ECPKFHDG_00515"
"glnR","","HTH-type transcriptional regulator GlnR","2","2","1","2","2183","","","","365","365","365","OAPGLPBN_01375","ECPKFHDG_01479"
"budC","","Diacetyl reductase [(S)-acetoin forming]","2","2","1","2","198","","","","773","773","773","OAPGLPBN_00081","ECPKFHDG_00187"
"pckA","","Phosphoenolpyruvate carboxykinase (ATP)","2","2","1","2","999","","","","1592","1592","1592","OAPGLPBN_00928","ECPKFHDG_01034"
"group_1732","","hypothetical protein","2","2","1","2","2152","","","","713","713","713","OAPGLPBN_01406","ECPKFHDG_01510"
"group_1733","","putative autolysin SsaALP","2","2","1","2","1661","","","","800","800","800","OAPGLPBN_01902","ECPKFHDG_02005"
"group_1734","","hypothetical protein","2","2","1","2","915","","","","1208","1208","1208","OAPGLPBN_00806","ECPKFHDG_00912"
"cntF","","Metal-staphylopine import system ATP-binding protein CntF","2","2","1","2","208","","","","749","749","749","OAPGLPBN_00091","ECPKFHDG_00197"
"dhaK","","PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK","2","2","1","2","231","","","","962","962","962","OAPGLPBN_00114","ECPKFHDG_00220"
"rplC","","50S ribosomal protein L3","2","2","1","2","688","","","","662","662","662","OAPGLPBN_00574","ECPKFHDG_00673"
"panC","","Pantothenate synthetase","2","2","1","2","387","","","","860","860","860","OAPGLPBN_00273","ECPKFHDG_00373"
"gyrB","","DNA gyrase subunit B","2","2","1","2","89","","","","1931","1931","1931","OAPGLPBN_00005","ECPKFHDG_00005"
"group_1740","","hypothetical protein","2","2","1","2","866","","","","1289","1289","1289","OAPGLPBN_00767","ECPKFHDG_00864"
"ybbH","","putative HTH-type transcriptional regulator YbbH","2","2","1","2","622","","","","872","872","872","OAPGLPBN_00508","ECPKFHDG_00607"
"group_1742","","hypothetical protein","2","2","1","2","2037","","","","521","521","521","OAPGLPBN_01522","ECPKFHDG_01626"
"group_1743","","hypothetical protein","2","2","1","2","1609","","","","116","116","116","OAPGLPBN_01954","ECPKFHDG_02057"
"group_1744","","hypothetical protein","2","2","1","2","1308","","","","332","332","332","OAPGLPBN_01237","ECPKFHDG_01341"
"dapH_2","","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase","2","2","1","2","1764","","","","536","536","536","OAPGLPBN_01799","ECPKFHDG_01902"
"hisH","","Imidazole glycerol phosphate synthase subunit HisH","2","2","1","2","270","","","","578","578","578","OAPGLPBN_00153","ECPKFHDG_00257"
"cvfB","","Conserved virulence factor B","2","2","1","2","1367","","","","896","896","896","OAPGLPBN_01296","ECPKFHDG_01400"
"malL","","Oligo-1,6-glucosidase","2","2","1","2","1258","","","","1655","1655","1655","OAPGLPBN_01187","ECPKFHDG_01291"
"dprA","","DNA processing protein DprA","2","2","1","2","2124","","","","872","872","872","OAPGLPBN_01434","ECPKFHDG_01538"
"group_1750","","hypothetical protein","2","2","1","2","1650","","","","500","500","500","OAPGLPBN_01913","ECPKFHDG_02016"
"group_1751","","putative protein","2","2","1","2","943","","","","518","518","518","OAPGLPBN_00834","ECPKFHDG_00940"
"group_1752","","hypothetical protein","2","2","1","2","768","","","","410","410","410","OAPGLPBN_00664","ECPKFHDG_00762"
"ptsG","","PTS system glucose-specific EIICBA component","2","2","1","2","423","","","","2027","2027","2027","OAPGLPBN_00309","ECPKFHDG_00409"
"btuD_5","","Vitamin B12 import ATP-binding protein BtuD","2","2","1","2","2194","","","","875","875","875","OAPGLPBN_01364","ECPKFHDG_01468"
"group_1755","","hypothetical protein","2","2","1","2","1950","","","","1007","1007","1007","OAPGLPBN_01609","ECPKFHDG_01713"
"group_1756","","hypothetical protein","2","2","1","2","2015","","","","275","275","275","OAPGLPBN_01544","ECPKFHDG_01648"
"ypcP","","5'-3' exonuclease","2","2","1","2","1314","","","","878","878","878","OAPGLPBN_01243","ECPKFHDG_01347"
"lcdH_2","","L-carnitine dehydrogenase","2","2","1","2","217","","","","488","488","488","OAPGLPBN_00100","ECPKFHDG_00206"
"gltC_1","","HTH-type transcriptional regulator GltC","2","2","1","2","381","","","","881","881","881","OAPGLPBN_00267","ECPKFHDG_00367"
"group_1760","","hypothetical protein","2","2","1","2","200","","","","446","446","446","OAPGLPBN_00083","ECPKFHDG_00189"
"ruvA","","Holliday junction ATP-dependent DNA helicase RuvA","2","2","1","2","1128","","","","602","602","602","OAPGLPBN_01057","ECPKFHDG_01161"
"ybiV","","Sugar phosphatase YbiV","2","2","1","2","448","","","","809","809","809","OAPGLPBN_00334","ECPKFHDG_00433"
"groS","","10 kDa chaperonin","2","2","1","2","873","","","","284","284","284","OAPGLPBN_00773","ECPKFHDG_00870"
"gatA","","Glutamyl-tRNA(Gln) amidotransferase subunit A","2","2","1","2","918","","","","1457","1457","1457","OAPGLPBN_00809","ECPKFHDG_00915"
"group_1765","","hypothetical protein","2","2","1","2","1552","","","","209","209","209","OAPGLPBN_02011","ECPKFHDG_02114"
"group_1766","","hypothetical protein","2","2","1","2","578","","","","956","956","956","OAPGLPBN_00464","ECPKFHDG_00563"
"group_1767","","hypothetical protein","2","2","1","2","1390","","","","191","191","191","OAPGLPBN_02194","ECPKFHDG_02296"
"prfC","","Peptide chain release factor 3","2","2","1","2","1927","","","","1562","1562","1562","OAPGLPBN_01634","ECPKFHDG_01738"
"nagA","","N-acetylglucosamine-6-phosphate deacetylase","2","2","1","2","1699","","","","1172","1172","1172","OAPGLPBN_01864","ECPKFHDG_01967"
"ruvB_2","","Holliday junction ATP-dependent DNA helicase RuvB","2","2","1","2","1475","","","","1706","1706","1706","OAPGLPBN_02107","ECPKFHDG_02210"
"cidA","","Holin-like protein CidA","2","2","1","2","420","","","","392","392","392","OAPGLPBN_00306","ECPKFHDG_00406"
"metN2","","Methionine import ATP-binding protein MetN 2","2","2","1","2","1818","","","","1025","1025","1025","OAPGLPBN_01743","ECPKFHDG_01846"
"aroB","","3-dehydroquinate synthase","2","2","1","2","1291","","","","1064","1064","1064","OAPGLPBN_01220","ECPKFHDG_01324"
"auaG","","Aurachin C monooxygenase/isomerase","2","2","1","2","634","","","","1124","1124","1124","OAPGLPBN_00521","ECPKFHDG_00619"
"group_1775","","Acetyltransferase","2","2","1","2","1953","","","","422","422","422","OAPGLPBN_01606","ECPKFHDG_01710"
"tpx","","Thiol peroxidase","2","2","1","2","1066","","","","494","494","494","OAPGLPBN_00995","ECPKFHDG_01099"
"group_1777","","Nucleotide-binding protein","2","2","1","2","1767","","","","908","908","908","OAPGLPBN_01796","ECPKFHDG_01899"
"sufC","","Vegetative protein 296","2","2","1","2","1824","","","","761","761","761","OAPGLPBN_01737","ECPKFHDG_01840"
"pstA","","Phosphate transport system permease protein PstA","2","2","1","2","1370","","","","905","905","905","OAPGLPBN_01299","ECPKFHDG_01403"
"group_1780","","hypothetical protein","2","2","1","2","980","","","","371","371","371","OAPGLPBN_00901","ECPKFHDG_01007"
"group_1781","","hypothetical protein","2","2","1","2","1074","","","","413","413","413","OAPGLPBN_01003","ECPKFHDG_01107"
"group_1782","","hypothetical protein","2","2","1","2","1346","","","","203","203","203","OAPGLPBN_01275","ECPKFHDG_01379"
"fabI","","Enoyl-[acyl-carrier-protein] reductase [NADPH] FabI","2","2","1","2","1919","","","","770","770","770","OAPGLPBN_01642","ECPKFHDG_01746"
"mrcA","","Penicillin-binding protein 1A","2","2","1","2","1050","","","","905","905","905","OAPGLPBN_00979","ECPKFHDG_01083"
"znuA_3","","High-affinity zinc uptake system binding-protein ZnuA","2","2","1","2","456","","","","329","329","329","OAPGLPBN_00342","ECPKFHDG_00441"
"group_1786","","hypothetical protein","2","2","1","2","675","","","","761","761","761","OAPGLPBN_00562","ECPKFHDG_00660"
"lipA","","Lipoyl synthase","2","2","1","2","1834","","","","914","914","914","OAPGLPBN_01727","ECPKFHDG_01830"
"bfmBAA","","2-oxoisovalerate dehydrogenase subunit alpha","2","2","1","2","1251","","","","998","998","998","OAPGLPBN_01180","ECPKFHDG_01284"
"btuD_6","","Vitamin B12 import ATP-binding protein BtuD","2","2","1","2","1722","","","","974","974","974","OAPGLPBN_01841","ECPKFHDG_01944"
"gph","","Phosphoglycolate phosphatase","2","2","1","2","1558","","","","695","695","695","OAPGLPBN_02005","ECPKFHDG_02108"
"gltC_2","","HTH-type transcriptional regulator GltC","2","2","1","2","1469","","","","881","881","881","OAPGLPBN_02114","ECPKFHDG_02217"
"potB","","Spermidine/putrescine transport system permease protein PotB","2","2","1","2","2000","","","","803","803","803","OAPGLPBN_01559","ECPKFHDG_01663"
"group_1793","","hypothetical protein","2","2","1","2","555","","","","350","350","350","OAPGLPBN_00441","ECPKFHDG_00540"
"group_1794","","hypothetical protein","2","2","1","2","644","","","","728","728","728","OAPGLPBN_00531","ECPKFHDG_00629"
"lyrA","","Lysostaphin resistance protein A","2","2","1","2","603","","","","1148","1148","1148","OAPGLPBN_00489","ECPKFHDG_00588"
"metG","","Methionine--tRNA ligase","2","2","1","2","1488","","","","1970","1970","1970","OAPGLPBN_02091","ECPKFHDG_02194"
"group_1797","","hypothetical protein","2","2","1","2","1674","","","","689","689","689","OAPGLPBN_01889","ECPKFHDG_01992"
"dinG","","3'-5' exonuclease DinG","2","2","1","2","1301","","","","2708","2708","2708","OAPGLPBN_01230","ECPKFHDG_01334"
"group_1799","","Phosphomevalonate kinase","2","2","1","2","1595","","","","1076","1076","1076","OAPGLPBN_01968","ECPKFHDG_02071"
"group_18","","hypothetical protein","2","2","1","2","286","","","","5996","6212","6104","OAPGLPBN_00169","ECPKFHDG_00273"
"tdk","","Thymidine kinase","2","2","1","2","790","","","","599","599","599","OAPGLPBN_00686","ECPKFHDG_00783"
"rpoZ","","DNA-directed RNA polymerase subunit omega","2","2","1","2","2087","","","","212","212","212","OAPGLPBN_01471","ECPKFHDG_01575"
"group_1802","","hypothetical protein","2","2","1","2","1226","","","","191","191","191","OAPGLPBN_01155","ECPKFHDG_01259"
"rbsK","","Ribokinase","2","2","1","2","438","","","","923","923","923","OAPGLPBN_00324","ECPKFHDG_00424"
"group_1804","","hypothetical protein","2","2","1","2","859","","","","1052","1052","1052","OAPGLPBN_00760","ECPKFHDG_00857"
"mutL","","DNA mismatch repair protein MutL","2","2","1","2","2172","","","","1937","1937","1937","OAPGLPBN_01386","ECPKFHDG_01490"
"pdxK","","Pyridoxine kinase","2","2","1","2","1582","","","","830","830","830","OAPGLPBN_01981","ECPKFHDG_02084"
"group_1807","","N-acetyldiaminopimelate deacetylase","2","2","1","2","776","","","","1184","1184","1184","OAPGLPBN_00672","ECPKFHDG_00770"
"group_1808","","hypothetical protein","2","2","1","2","359","","","","536","536","536","OAPGLPBN_00245","ECPKFHDG_00345"
"aroC","","Chorismate synthase","2","2","1","2","1290","","","","1166","1166","1166","OAPGLPBN_01219","ECPKFHDG_01323"
"group_1810","","hypothetical protein","2","2","1","2","2200","","","","872","872","872","OAPGLPBN_01358","ECPKFHDG_01462"
"hpcG","","2-oxo-hept-4-ene-1,7-dioate hydratase","2","2","1","2","1431","","","","779","779","779","OAPGLPBN_02153","ECPKFHDG_02255"
"cycA_3","","D-serine/D-alanine/glycine transporter","2","2","1","2","1083","","","","1358","1358","1358","OAPGLPBN_01012","ECPKFHDG_01116"
"tipA","","HTH-type transcriptional activator TipA","2","2","1","2","1614","","","","752","752","752","OAPGLPBN_01949","ECPKFHDG_02052"
"group_1814","","hypothetical protein","2","2","1","2","2186","","","","353","353","353","OAPGLPBN_01372","ECPKFHDG_01476"
"nfuA","","Fe/S biogenesis protein NfuA","2","2","1","2","1845","","","","242","242","242","OAPGLPBN_01716","ECPKFHDG_01819"
"czcD_1","","Cadmium, cobalt and zinc/H(+)-K(+) antiporter","2","2","1","2","762","","","","953","953","953","OAPGLPBN_00658","ECPKFHDG_00756"
"group_1817","","hypothetical protein","2","2","1","2","311","","","","170","170","170","OAPGLPBN_00194","ECPKFHDG_00298"
"group_1818","","hypothetical protein","2","2","1","2","485","","","","92","92","92","OAPGLPBN_00371","ECPKFHDG_00470"
"group_1819","","hypothetical protein","2","2","1","2","1156","","","","1268","1268","1268","OAPGLPBN_01085","ECPKFHDG_01189"
"group_1820","","hypothetical protein","2","2","1","2","2003","","","","1151","1151","1151","OAPGLPBN_01556","ECPKFHDG_01660"
"vraS","","Sensor protein VraS","2","2","1","2","933","","","","1046","1046","1046","OAPGLPBN_00824","ECPKFHDG_00930"
"frr","","Ribosome-recycling factor","2","2","1","2","2134","","","","554","554","554","OAPGLPBN_01424","ECPKFHDG_01528"
"group_1823","","hypothetical protein","2","2","1","2","1831","","","","848","848","848","OAPGLPBN_01730","ECPKFHDG_01833"
"group_1824","","Acetyltransferase","2","2","1","2","1677","","","","548","548","548","OAPGLPBN_01886","ECPKFHDG_01989"
"fabF","","3-oxoacyl-[acyl-carrier-protein] synthase 2","2","2","1","2","1890","","","","1244","1244","1244","OAPGLPBN_01671","ECPKFHDG_01775"
"plsC","","1-acyl-sn-glycerol-3-phosphate acyltransferase","2","2","1","2","1053","","","","623","623","623","OAPGLPBN_00982","ECPKFHDG_01086"
"yiiM","","Protein YiiM","2","2","1","2","600","","","","680","680","680","OAPGLPBN_00486","ECPKFHDG_00585"
"group_1828","","hypothetical protein","2","2","1","2","95","","","","329","329","329","OAPGLPBN_00011","ECPKFHDG_00011"
"spoVG","","Putative septation protein SpoVG","2","2","1","2","1496","","","","308","308","308","OAPGLPBN_02083","ECPKFHDG_02186"
"gtfA_3","","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit","2","2","1","2","572","","","","1145","1145","1145","OAPGLPBN_00458","ECPKFHDG_00557"
"group_1831","","hypothetical protein","2","2","1","2","1705","","","","473","473","473","OAPGLPBN_01858","ECPKFHDG_01961"
"bshA","","N-acetyl-alpha-D-glucosaminyl L-malate synthase","2","2","1","2","1298","","","","1142","1142","1142","OAPGLPBN_01227","ECPKFHDG_01331"
"group_1833","","hypothetical protein","2","2","1","2","1691","","","","269","269","269","OAPGLPBN_01872","ECPKFHDG_01975"
"group_1834","","hypothetical protein","2","2","1","2","1786","","","","674","674","674","OAPGLPBN_01775","ECPKFHDG_01878"
"speA","","Arginine decarboxylase","2","2","1","2","1479","","","","1337","1337","1337","OAPGLPBN_02100","ECPKFHDG_02203"
"purM","","Phosphoribosylformylglycinamidine cyclo-ligase","2","2","1","2","1971","","","","1031","1031","1031","OAPGLPBN_01588","ECPKFHDG_01692"
"group_1837","","hypothetical protein","2","2","1","2","586","","","","899","899","899","OAPGLPBN_00472","ECPKFHDG_00571"
"coaD","","Phosphopantetheine adenylyltransferase","2","2","1","2","2027","","","","485","485","485","OAPGLPBN_01532","ECPKFHDG_01636"
"menG","","Demethylmenaquinone methyltransferase","2","2","1","2","1287","","","","725","725","725","OAPGLPBN_01216","ECPKFHDG_01320"
"hdl IVa","","(S)-2-haloacid dehalogenase 4A","2","2","1","2","1617","","","","728","728","728","OAPGLPBN_01946","ECPKFHDG_02049"
"group_1841","","hypothetical protein","2","2","1","2","1842","","","","1214","1214","1214","OAPGLPBN_01719","ECPKFHDG_01822"
"trmD","","tRNA (guanine-N(1)-)-methyltransferase","2","2","1","2","2116","","","","737","737","737","OAPGLPBN_01442","ECPKFHDG_01546"
"group_1843","","hypothetical protein","2","2","1","2","951","","","","542","542","542","OAPGLPBN_00842","ECPKFHDG_00948"
"mreC","","Cell shape-determining protein MreC","2","2","1","2","1121","","","","839","839","839","OAPGLPBN_01050","ECPKFHDG_01154"
"group_1845","","hypothetical protein","2","2","1","2","1998","","","","539","539","539","OAPGLPBN_01561","ECPKFHDG_01665"
"ywlC","","Threonylcarbamoyl-AMP synthase","2","2","1","2","793","","","","1043","1043","1043","OAPGLPBN_00689","ECPKFHDG_00786"
"group_1847","","hypothetical protein","2","2","1","2","2217","","","","236","236","236","OAPGLPBN_01341","ECPKFHDG_01445"
"group_1848","","hypothetical protein","2","2","1","2","1009","","","","443","443","443","OAPGLPBN_00938","ECPKFHDG_01044"
"ymcA","","putative protein YmcA","2","2","1","2","2169","","","","365","365","365","OAPGLPBN_01389","ECPKFHDG_01493"
"pxpB_2","","5-oxoprolinase subunit B","2","2","1","2","1716","","","","731","731","731","OAPGLPBN_01847","ECPKFHDG_01950"
"salA","","Iron-sulfur cluster carrier protein","2","2","1","2","754","","","","1067","1067","1067","OAPGLPBN_00641","ECPKFHDG_00739"
"folE2","","GTP cyclohydrolase FolE2","2","2","1","2","1570","","","","878","878","878","OAPGLPBN_01993","ECPKFHDG_02096"
"arcC1_2","","Carbamate kinase 1","2","2","1","2","224","","","","932","932","932","OAPGLPBN_00107","ECPKFHDG_00213"
"gluP","","Rhomboid protease GluP","2","2","1","2","1215","","","","1460","1460","1460","OAPGLPBN_01144","ECPKFHDG_01248"
"lctP","","L-lactate permease","2","2","1","2","571","","","","1601","1601","1601","OAPGLPBN_00457","ECPKFHDG_00556"
"group_1855","","hypothetical protein","2","2","1","2","1706","","","","437","437","437","OAPGLPBN_01857","ECPKFHDG_01960"
"cca","","CCA-adding enzyme","2","2","1","2","1299","","","","1202","1202","1202","OAPGLPBN_01228","ECPKFHDG_01332"
"smcL","","Sphingomyelinase C","2","2","1","2","93","","","","983","983","983","OAPGLPBN_00009","ECPKFHDG_00009"
"apt","","Adenine phosphoribosyltransferase","2","2","1","2","1135","","","","518","518","518","OAPGLPBN_01064","ECPKFHDG_01168"
"rplL","","50S ribosomal protein L7/L12","2","2","1","2","1539","","","","368","368","368","OAPGLPBN_02024","ECPKFHDG_02127"
"xylB_1","","Xylulose kinase","2","2","1","2","439","","","","1490","1490","1490","OAPGLPBN_00325","ECPKFHDG_00425"
"purN","","Phosphoribosylglycinamide formyltransferase","2","2","1","2","1972","","","","566","566","566","OAPGLPBN_01587","ECPKFHDG_01691"
"group_1861","","Putative heme-dependent peroxidase","2","2","1","2","1590","","","","749","749","749","OAPGLPBN_01973","ECPKFHDG_02076"
"moeA","","Molybdopterin molybdenumtransferase","2","2","1","2","666","","","","1259","1259","1259","OAPGLPBN_00553","ECPKFHDG_00651"
