"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","200","201","202","317","318","319","322","323","324","327","328","329","332","333","334"
"tarD","","Glycerol-3-phosphate cytidylyltransferase","15","15","1","1","4197","","","","398","398","398","HCCBNODH_01903","GKHFBONB_01858","HMFBFOGB_00086","OCKNCMEG_01504","OIJDMNBO_00615","PPDKNGKA_00598","EPFCPEFD_02407","BJCJJAEL_00110","NFIBCCNE_00684","POKGPMKP_00557","AMPJGNCI_00552","HAOGAOPA_02545","IMDFGEMN_01841","KHHHHCOB_00963","KMFFNEKJ_01575"
"group_3092","","hypothetical protein","15","15","1","1","4045","","","","263","263","263","HCCBNODH_02053","GKHFBONB_02008","HMFBFOGB_02489","OCKNCMEG_01354","OIJDMNBO_00464","PPDKNGKA_00447","EPFCPEFD_02258","BJCJJAEL_02611","NFIBCCNE_00535","POKGPMKP_00408","AMPJGNCI_00701","HAOGAOPA_00023","IMDFGEMN_01999","KHHHHCOB_00805","KMFFNEKJ_01417"
"deoB","","Phosphopentomutase","15","15","1","1","1692","","","","1178","1178","1178","HCCBNODH_02383","GKHFBONB_02338","HMFBFOGB_02159","OCKNCMEG_01025","OIJDMNBO_00135","PPDKNGKA_00118","EPFCPEFD_01912","BJCJJAEL_02277","NFIBCCNE_00200","POKGPMKP_00062","AMPJGNCI_01048","HAOGAOPA_00357","IMDFGEMN_02342","KHHHHCOB_00462","KMFFNEKJ_01074"
"mnhF1","","Na(+)/H(+) antiporter subunit F1","15","15","1","1","3399","","","","293","293","293","HCCBNODH_01693","GKHFBONB_01648","HMFBFOGB_00296","OCKNCMEG_01749","OIJDMNBO_00860","PPDKNGKA_00842","EPFCPEFD_00062","BJCJJAEL_00400","NFIBCCNE_00974","POKGPMKP_00864","AMPJGNCI_00245","HAOGAOPA_02235","IMDFGEMN_01632","KHHHHCOB_01172","KMFFNEKJ_01784"
"rplM","","50S ribosomal protein L13","15","15","1","1","404","","","","437","437","437","HCCBNODH_00416","GKHFBONB_00370","HMFBFOGB_01571","OCKNCMEG_00398","OIJDMNBO_02332","PPDKNGKA_02309","EPFCPEFD_01331","BJCJJAEL_01707","NFIBCCNE_02282","POKGPMKP_02133","AMPJGNCI_01627","HAOGAOPA_00926","IMDFGEMN_00345","KHHHHCOB_02461","KMFFNEKJ_00496"
"focA","","putative formate transporter 1","15","15","1","1","1884","","","","824","824","824","HCCBNODH_02225","GKHFBONB_02180","HMFBFOGB_02317","OCKNCMEG_01182","OIJDMNBO_00292","PPDKNGKA_00275","EPFCPEFD_02078","BJCJJAEL_02427","NFIBCCNE_00351","POKGPMKP_00228","AMPJGNCI_00882","HAOGAOPA_00207","IMDFGEMN_02175","KHHHHCOB_00629","KMFFNEKJ_01241"
"gpsB","","Cell cycle protein GpsB","15","15","1","1","1286","","","","344","344","344","HCCBNODH_01196","GKHFBONB_01151","HMFBFOGB_00791","OCKNCMEG_02280","OIJDMNBO_01393","PPDKNGKA_01374","EPFCPEFD_00573","BJCJJAEL_00894","NFIBCCNE_01468","POKGPMKP_01375","AMPJGNCI_02385","HAOGAOPA_01741","IMDFGEMN_01133","KHHHHCOB_01672","KMFFNEKJ_02284"
"hprK","","HPr kinase/phosphorylase","15","15","1","1","4320","","","","932","932","932","HCCBNODH_01786","GKHFBONB_01741","HMFBFOGB_00203","OCKNCMEG_01656","OIJDMNBO_00767","PPDKNGKA_00749","EPFCPEFD_02527","BJCJJAEL_00227","NFIBCCNE_00801","POKGPMKP_00677","AMPJGNCI_00432","HAOGAOPA_02428","IMDFGEMN_01724","KHHHHCOB_01080","KMFFNEKJ_01692"
"group_3099","","hypothetical protein","15","15","1","1","3995","","","","362","362","362","HCCBNODH_02107","GKHFBONB_02062","HMFBFOGB_02435","OCKNCMEG_01300","OIJDMNBO_00410","PPDKNGKA_00393","EPFCPEFD_02204","BJCJJAEL_02556","NFIBCCNE_00480","POKGPMKP_00354","AMPJGNCI_00755","HAOGAOPA_00078","IMDFGEMN_02054","KHHHHCOB_00750","KMFFNEKJ_01362"
"group_3100","","hypothetical protein","15","15","1","1","776","","","","224","224","224","HCCBNODH_00888","GKHFBONB_00842","HMFBFOGB_01099","OCKNCMEG_02661","OIJDMNBO_01774","PPDKNGKA_01755","EPFCPEFD_00882","BJCJJAEL_01201","NFIBCCNE_01776","POKGPMKP_01684","AMPJGNCI_02075","HAOGAOPA_01433","IMDFGEMN_00818","KHHHHCOB_01987","KMFFNEKJ_00022"
"recA","","Protein RecA","15","15","1","1","3043","","","","1043","1043","1043","HCCBNODH_01356","GKHFBONB_01311","HMFBFOGB_00631","OCKNCMEG_02092","OIJDMNBO_01203","PPDKNGKA_01185","EPFCPEFD_00391","BJCJJAEL_00735","NFIBCCNE_01309","POKGPMKP_01193","AMPJGNCI_02567","HAOGAOPA_01900","IMDFGEMN_01299","KHHHHCOB_01506","KMFFNEKJ_02118"
"sdhC","","Succinate dehydrogenase cytochrome b558 subunit","15","15","1","1","3195","","","","614","614","614","HCCBNODH_01495","GKHFBONB_01450","HMFBFOGB_00492","OCKNCMEG_01954","OIJDMNBO_01065","PPDKNGKA_01047","EPFCPEFD_00253","BJCJJAEL_00598","NFIBCCNE_01172","POKGPMKP_01055","AMPJGNCI_00053","HAOGAOPA_02037","IMDFGEMN_01436","KHHHHCOB_01368","KMFFNEKJ_01980"
"guaB","","Inosine-5'-monophosphate dehydrogenase","15","15","1","1","1972","","","","1466","1466","1466","HCCBNODH_02145","GKHFBONB_02100","HMFBFOGB_02397","OCKNCMEG_01263","OIJDMNBO_00373","PPDKNGKA_00356","EPFCPEFD_02161","BJCJJAEL_02509","NFIBCCNE_00433","POKGPMKP_00311","AMPJGNCI_00799","HAOGAOPA_00125","IMDFGEMN_02093","KHHHHCOB_00711","KMFFNEKJ_01323"
"group_3104","","hypothetical protein","15","15","1","1","2894","","","","170","170","170","HCCBNODH_00113","GKHFBONB_00067","HMFBFOGB_01874","OCKNCMEG_00707","OIJDMNBO_02641","PPDKNGKA_02618","EPFCPEFD_01626","BJCJJAEL_02008","NFIBCCNE_02583","POKGPMKP_02428","AMPJGNCI_01332","HAOGAOPA_00625","IMDFGEMN_00036","KHHHHCOB_00192","KMFFNEKJ_00804"
"group_3105","","hypothetical protein","15","15","1","1","1351","","","","263","263","263","HCCBNODH_00649","GKHFBONB_00603","HMFBFOGB_01338","OCKNCMEG_00160","OIJDMNBO_02092","PPDKNGKA_02071","EPFCPEFD_01115","BJCJJAEL_00322","NFIBCCNE_00896","POKGPMKP_01917","AMPJGNCI_01843","HAOGAOPA_02313","IMDFGEMN_00569","KHHHHCOB_02237","KMFFNEKJ_00272"
"ptsH","","Phosphocarrier protein HPr","15","15","1","1","3258","","","","266","266","266","HCCBNODH_01558","GKHFBONB_01512","HMFBFOGB_00430","OCKNCMEG_01892","OIJDMNBO_01003","PPDKNGKA_00985","EPFCPEFD_00191","BJCJJAEL_00536","NFIBCCNE_01110","POKGPMKP_00993","AMPJGNCI_00115","HAOGAOPA_02099","IMDFGEMN_01498","KHHHHCOB_01306","KMFFNEKJ_01918"
"sarR","","HTH-type transcriptional regulator SarR","15","15","1","1","323","","","","347","347","347","HCCBNODH_00341","GKHFBONB_00295","HMFBFOGB_01646","OCKNCMEG_00475","OIJDMNBO_02409","PPDKNGKA_02386","EPFCPEFD_01407","BJCJJAEL_01784","NFIBCCNE_02359","POKGPMKP_02209","AMPJGNCI_01551","HAOGAOPA_00849","IMDFGEMN_00270","KHHHHCOB_02536","KMFFNEKJ_00571"
"xerD_2","","Tyrosine recombinase XerD","15","15","1","1","1058","","","","887","887","887","HCCBNODH_01147","GKHFBONB_01102","HMFBFOGB_00840","OCKNCMEG_02390","OIJDMNBO_01503","PPDKNGKA_01484","EPFCPEFD_00620","BJCJJAEL_00941","NFIBCCNE_01515","POKGPMKP_01422","AMPJGNCI_02338","HAOGAOPA_01694","IMDFGEMN_01083","KHHHHCOB_01722","KMFFNEKJ_02334"
"group_3109","","hypothetical protein","15","15","1","1","2917","","","","227","227","227","HCCBNODH_00091","GKHFBONB_00045","HMFBFOGB_01896","OCKNCMEG_00729","OIJDMNBO_02663","PPDKNGKA_02640","EPFCPEFD_01648","BJCJJAEL_02031","NFIBCCNE_02606","POKGPMKP_02450","AMPJGNCI_01310","HAOGAOPA_00602","IMDFGEMN_00013","KHHHHCOB_00215","KMFFNEKJ_00827"
"group_3110","","hypothetical protein","15","15","1","1","1015","","","","299","299","299","HCCBNODH_01105","GKHFBONB_01060","HMFBFOGB_00882","OCKNCMEG_02435","OIJDMNBO_01548","PPDKNGKA_01529","EPFCPEFD_00662","BJCJJAEL_00983","NFIBCCNE_01557","POKGPMKP_01464","AMPJGNCI_02296","HAOGAOPA_01652","IMDFGEMN_01041","KHHHHCOB_01764","KMFFNEKJ_02376"
"yjbM","","GTP pyrophosphokinase YjbM","15","15","1","1","3336","","","","635","635","635","HCCBNODH_01636","GKHFBONB_01591","HMFBFOGB_00353","OCKNCMEG_01812","OIJDMNBO_00923","PPDKNGKA_00905","EPFCPEFD_00116","BJCJJAEL_00457","NFIBCCNE_01031","POKGPMKP_00918","AMPJGNCI_00191","HAOGAOPA_02178","IMDFGEMN_01574","KHHHHCOB_01230","KMFFNEKJ_01842"
"rplS","","50S ribosomal protein L19","15","15","1","1","3087","","","","350","350","350","HCCBNODH_01402","GKHFBONB_01357","HMFBFOGB_00585","OCKNCMEG_02048","OIJDMNBO_01159","PPDKNGKA_01141","EPFCPEFD_00347","BJCJJAEL_00691","NFIBCCNE_01265","POKGPMKP_01149","AMPJGNCI_02612","HAOGAOPA_01944","IMDFGEMN_01343","KHHHHCOB_01462","KMFFNEKJ_02074"
"group_3113","","hypothetical protein","15","15","1","1","959","","","","527","527","527","HCCBNODH_01049","GKHFBONB_01004","HMFBFOGB_00938","OCKNCMEG_02491","OIJDMNBO_01604","PPDKNGKA_01585","EPFCPEFD_00718","BJCJJAEL_01039","NFIBCCNE_01613","POKGPMKP_01520","AMPJGNCI_02239","HAOGAOPA_01596","IMDFGEMN_00985","KHHHHCOB_01820","KMFFNEKJ_02432"
"rpsS","","30S ribosomal protein S19","15","15","1","1","373","","","","278","278","278","HCCBNODH_00388","GKHFBONB_00342","HMFBFOGB_01599","OCKNCMEG_00428","OIJDMNBO_02362","PPDKNGKA_02339","EPFCPEFD_01359","BJCJJAEL_01735","NFIBCCNE_02310","POKGPMKP_02161","AMPJGNCI_01599","HAOGAOPA_00898","IMDFGEMN_00317","KHHHHCOB_02489","KMFFNEKJ_00524"
"walR","","Transcriptional regulatory protein WalR","15","15","1","1","2518","","","","701","701","701","HCCBNODH_02454","GKHFBONB_02409","HMFBFOGB_02088","OCKNCMEG_00910","OIJDMNBO_00020","PPDKNGKA_00023","EPFCPEFD_01825","BJCJJAEL_02209","NFIBCCNE_00132","POKGPMKP_02625","AMPJGNCI_01135","HAOGAOPA_00425","IMDFGEMN_02408","KHHHHCOB_00396","KMFFNEKJ_01008"
"rpmE2","","50S ribosomal protein L31 type B","15","15","1","1","510","","","","254","254","254","HCCBNODH_00527","GKHFBONB_00481","HMFBFOGB_01460","OCKNCMEG_00301","OIJDMNBO_02233","PPDKNGKA_02212","EPFCPEFD_01232","BJCJJAEL_01611","NFIBCCNE_02186","POKGPMKP_02034","AMPJGNCI_01726","HAOGAOPA_01022","IMDFGEMN_00449","KHHHHCOB_02357","KMFFNEKJ_00392"
"group_3117","","hypothetical protein","15","15","1","1","818","","","","314","314","314","HCCBNODH_00915","GKHFBONB_00869","HMFBFOGB_01072","OCKNCMEG_02627","OIJDMNBO_01740","PPDKNGKA_01721","EPFCPEFD_00855","BJCJJAEL_01174","NFIBCCNE_01749","POKGPMKP_01657","AMPJGNCI_02102","HAOGAOPA_01460","IMDFGEMN_00848","KHHHHCOB_01957","KMFFNEKJ_02569"
"hpf","","Ribosome hibernation promotion factor","15","15","1","1","4312","","","","572","572","572","HCCBNODH_01794","GKHFBONB_01749","HMFBFOGB_00195","OCKNCMEG_01648","OIJDMNBO_00759","PPDKNGKA_00741","EPFCPEFD_02519","BJCJJAEL_00219","NFIBCCNE_00793","POKGPMKP_00669","AMPJGNCI_00440","HAOGAOPA_02436","IMDFGEMN_01732","KHHHHCOB_01072","KMFFNEKJ_01684"
"fabZ","","3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ","15","15","1","1","532","","","","440","440","440","HCCBNODH_00548","GKHFBONB_00502","HMFBFOGB_01439","OCKNCMEG_00280","OIJDMNBO_02212","PPDKNGKA_02191","EPFCPEFD_01211","BJCJJAEL_01590","NFIBCCNE_02165","POKGPMKP_02013","AMPJGNCI_01747","HAOGAOPA_01043","IMDFGEMN_00470","KHHHHCOB_02336","KMFFNEKJ_00371"
"group_3120","","hypothetical protein","15","15","1","1","3231","","","","482","482","482","HCCBNODH_01531","GKHFBONB_01485","HMFBFOGB_00457","OCKNCMEG_01919","OIJDMNBO_01030","PPDKNGKA_01012","EPFCPEFD_00218","BJCJJAEL_00563","NFIBCCNE_01137","POKGPMKP_01020","AMPJGNCI_00088","HAOGAOPA_02072","IMDFGEMN_01471","KHHHHCOB_01333","KMFFNEKJ_01945"
"group_3121","","hypothetical protein","15","15","1","1","1042","","","","92","92","92","HCCBNODH_01132","GKHFBONB_01087","HMFBFOGB_00855","OCKNCMEG_02408","OIJDMNBO_01521","PPDKNGKA_01502","EPFCPEFD_00635","BJCJJAEL_00956","NFIBCCNE_01530","POKGPMKP_01437","AMPJGNCI_02323","HAOGAOPA_01679","IMDFGEMN_01068","KHHHHCOB_01737","KMFFNEKJ_02349"
"yajC","","Sec translocon accessory complex subunit YajC","15","15","1","1","920","","","","260","260","260","HCCBNODH_01011","GKHFBONB_00966","HMFBFOGB_00976","OCKNCMEG_02529","OIJDMNBO_01642","PPDKNGKA_01623","EPFCPEFD_00757","BJCJJAEL_01077","NFIBCCNE_01651","POKGPMKP_01559","AMPJGNCI_02200","HAOGAOPA_01558","IMDFGEMN_00946","KHHHHCOB_01859","KMFFNEKJ_02471"
"pdxT","","Pyridoxal 5'-phosphate synthase subunit PdxT","15","15","1","1","4060","","","","560","560","560","HCCBNODH_02022","GKHFBONB_01977","HMFBFOGB_02520","OCKNCMEG_01381","OIJDMNBO_00491","PPDKNGKA_00474","EPFCPEFD_02288","BJCJJAEL_02641","NFIBCCNE_00565","POKGPMKP_00438","AMPJGNCI_00671","HAOGAOPA_02665","IMDFGEMN_01969","KHHHHCOB_00835","KMFFNEKJ_01447"
"rsbV","","Anti-sigma-B factor antagonist","15","15","1","1","2434","","","","326","326","326","HCCBNODH_00581","GKHFBONB_00535","HMFBFOGB_01406","OCKNCMEG_00247","OIJDMNBO_02179","PPDKNGKA_02158","EPFCPEFD_01180","BJCJJAEL_01559","NFIBCCNE_02134","POKGPMKP_01982","AMPJGNCI_01778","HAOGAOPA_01074","IMDFGEMN_00501","KHHHHCOB_02305","KMFFNEKJ_00340"
"lipA_1","","Lipoyl synthase","15","15","1","1","3421","","","","917","917","917","HCCBNODH_01715","GKHFBONB_01670","HMFBFOGB_00274","OCKNCMEG_01727","OIJDMNBO_00838","PPDKNGKA_00820","EPFCPEFD_00040","BJCJJAEL_00378","NFIBCCNE_00952","POKGPMKP_00842","AMPJGNCI_00267","HAOGAOPA_02257","IMDFGEMN_01654","KHHHHCOB_01150","KMFFNEKJ_01762"
"catD","","Putative oxidoreductase CatD","15","15","1","1","3305","","","","356","356","356","HCCBNODH_01605","GKHFBONB_01559","HMFBFOGB_00384","OCKNCMEG_01846","OIJDMNBO_00957","PPDKNGKA_00939","EPFCPEFD_00146","BJCJJAEL_00491","NFIBCCNE_01065","POKGPMKP_00948","AMPJGNCI_00161","HAOGAOPA_02144","IMDFGEMN_01542","KHHHHCOB_01262","KMFFNEKJ_01874"
"group_3127","","hypothetical protein","15","15","1","1","806","","","","791","791","791","HCCBNODH_00912","GKHFBONB_00866","HMFBFOGB_01075","OCKNCMEG_02637","OIJDMNBO_01750","PPDKNGKA_01731","EPFCPEFD_00858","BJCJJAEL_01177","NFIBCCNE_01752","POKGPMKP_01660","AMPJGNCI_02099","HAOGAOPA_01457","IMDFGEMN_00845","KHHHHCOB_01960","KMFFNEKJ_02572"
"fusA","","Elongation factor G","15","15","1","1","4087","","","","2081","2081","2081","HCCBNODH_01995","GKHFBONB_01950","HMFBFOGB_02547","OCKNCMEG_01408","OIJDMNBO_00519","PPDKNGKA_00502","EPFCPEFD_02315","BJCJJAEL_02668","NFIBCCNE_00592","POKGPMKP_00465","AMPJGNCI_00644","HAOGAOPA_02638","IMDFGEMN_01942","KHHHHCOB_00862","KMFFNEKJ_01474"
"nadK","","NAD kinase","15","15","1","1","3335","","","","809","809","809","HCCBNODH_01635","GKHFBONB_01590","HMFBFOGB_00354","OCKNCMEG_01813","OIJDMNBO_00924","PPDKNGKA_00906","EPFCPEFD_00117","BJCJJAEL_00458","NFIBCCNE_01032","POKGPMKP_00919","AMPJGNCI_00190","HAOGAOPA_02177","IMDFGEMN_01573","KHHHHCOB_01231","KMFFNEKJ_01843"
"group_313","","hypothetical protein","15","15","1","1","490","","","","251","413","402","HCCBNODH_00507","GKHFBONB_00461","HMFBFOGB_01480","OCKNCMEG_00321","OIJDMNBO_02254","PPDKNGKA_02232","EPFCPEFD_01252","BJCJJAEL_01631","NFIBCCNE_02206","POKGPMKP_02054","AMPJGNCI_01706","HAOGAOPA_01002","IMDFGEMN_00429","KHHHHCOB_02377","KMFFNEKJ_00412"
"icaR","","Biofilm operon icaADBC HTH-type negative transcriptional regulator IcaR","15","15","1","1","2587","","","","560","560","560","HCCBNODH_02518","GKHFBONB_02473","HMFBFOGB_02024","OCKNCMEG_00843","OIJDMNBO_02777","PPDKNGKA_02754","EPFCPEFD_01763","BJCJJAEL_02144","NFIBCCNE_00067","POKGPMKP_02564","AMPJGNCI_01196","HAOGAOPA_00490","IMDFGEMN_02477","KHHHHCOB_00327","KMFFNEKJ_00939"
"gatC_1","","Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C","15","15","1","1","2313","","","","302","302","302","HCCBNODH_00729","GKHFBONB_00683","HMFBFOGB_01258","OCKNCMEG_00075","OIJDMNBO_02007","PPDKNGKA_01986","EPFCPEFD_01032","BJCJJAEL_01367","NFIBCCNE_01942","POKGPMKP_01834","AMPJGNCI_01925","HAOGAOPA_01266","IMDFGEMN_00652","KHHHHCOB_02154","KMFFNEKJ_00189"
"lacB","","Galactose-6-phosphate isomerase subunit LacB","15","15","1","1","435","","","","515","515","515","HCCBNODH_00434","GKHFBONB_00388","HMFBFOGB_01553","OCKNCMEG_00381","OIJDMNBO_02315","PPDKNGKA_02292","EPFCPEFD_01312","BJCJJAEL_01688","NFIBCCNE_02263","POKGPMKP_02114","AMPJGNCI_01646","HAOGAOPA_00945","IMDFGEMN_00365","KHHHHCOB_02441","KMFFNEKJ_00476"
"group_3133","","Putative universal stress protein","15","15","1","1","855","","","","500","500","500","HCCBNODH_00950","GKHFBONB_00904","HMFBFOGB_01037","OCKNCMEG_02591","OIJDMNBO_01704","PPDKNGKA_01685","EPFCPEFD_00820","BJCJJAEL_01139","NFIBCCNE_01714","POKGPMKP_01622","AMPJGNCI_02137","HAOGAOPA_01495","IMDFGEMN_00883","KHHHHCOB_01922","KMFFNEKJ_02534"
"group_3134","","hypothetical protein","15","15","1","1","234","","","","944","944","944","HCCBNODH_00259","GKHFBONB_00213","HMFBFOGB_01728","OCKNCMEG_00562","OIJDMNBO_02496","PPDKNGKA_02473","EPFCPEFD_01490","BJCJJAEL_01867","NFIBCCNE_02442","POKGPMKP_02292","AMPJGNCI_01468","HAOGAOPA_00766","IMDFGEMN_00189","KHHHHCOB_00038","KMFFNEKJ_00652"
"saeR","","Response regulator SaeR","15","15","1","1","4265","","","","686","686","686","HCCBNODH_01839","GKHFBONB_01794","HMFBFOGB_00150","OCKNCMEG_01602","OIJDMNBO_00713","PPDKNGKA_00695","EPFCPEFD_02474","BJCJJAEL_00174","NFIBCCNE_00748","POKGPMKP_00624","AMPJGNCI_00485","HAOGAOPA_02481","IMDFGEMN_01777","KHHHHCOB_01027","KMFFNEKJ_01639"
"rpsP","","30S ribosomal protein S16","15","15","1","1","3090","","","","275","275","275","HCCBNODH_01405","GKHFBONB_01360","HMFBFOGB_00582","OCKNCMEG_02045","OIJDMNBO_01156","PPDKNGKA_01138","EPFCPEFD_00344","BJCJJAEL_00688","NFIBCCNE_01262","POKGPMKP_01146","AMPJGNCI_02615","HAOGAOPA_01947","IMDFGEMN_01346","KHHHHCOB_01459","KMFFNEKJ_02071"
"rpsC","","30S ribosomal protein S3","15","15","1","1","375","","","","653","653","653","HCCBNODH_00390","GKHFBONB_00344","HMFBFOGB_01597","OCKNCMEG_00426","OIJDMNBO_02360","PPDKNGKA_02337","EPFCPEFD_01357","BJCJJAEL_01733","NFIBCCNE_02308","POKGPMKP_02159","AMPJGNCI_01601","HAOGAOPA_00900","IMDFGEMN_00319","KHHHHCOB_02487","KMFFNEKJ_00522"
"sucC","","Succinate--CoA ligase [ADP-forming] subunit beta","15","15","1","1","3083","","","","1166","1166","1166","HCCBNODH_01398","GKHFBONB_01353","HMFBFOGB_00589","OCKNCMEG_02052","OIJDMNBO_01163","PPDKNGKA_01145","EPFCPEFD_00351","BJCJJAEL_00695","NFIBCCNE_01269","POKGPMKP_01153","AMPJGNCI_02607","HAOGAOPA_01940","IMDFGEMN_01339","KHHHHCOB_01466","KMFFNEKJ_02078"
"group_3139","ybbH_2","putative HTH-type transcriptional regulator YbbH","15","15","1","1","1759","","","","878","878","878","HCCBNODH_02327","GKHFBONB_02282","HMFBFOGB_02215","OCKNCMEG_01080","OIJDMNBO_00190","PPDKNGKA_00173","EPFCPEFD_01964","BJCJJAEL_02330","NFIBCCNE_00253","POKGPMKP_00114","AMPJGNCI_00996","HAOGAOPA_00304","IMDFGEMN_02286","KHHHHCOB_00518","KMFFNEKJ_01130"
"group_3140","","hypothetical protein","15","15","1","1","2630","","","","455","455","455","HCCBNODH_00003","GKHFBONB_02512","HMFBFOGB_01985","OCKNCMEG_00805","OIJDMNBO_02739","PPDKNGKA_02716","EPFCPEFD_01725","BJCJJAEL_02105","NFIBCCNE_00029","POKGPMKP_02526","AMPJGNCI_01234","HAOGAOPA_00528","IMDFGEMN_02514","KHHHHCOB_00290","KMFFNEKJ_00902"
"rplQ","","50S ribosomal protein L17","15","15","1","1","397","","","","368","368","368","HCCBNODH_00411","GKHFBONB_00365","HMFBFOGB_01576","OCKNCMEG_00405","OIJDMNBO_02339","PPDKNGKA_02316","EPFCPEFD_01336","BJCJJAEL_01712","NFIBCCNE_02287","POKGPMKP_02138","AMPJGNCI_01622","HAOGAOPA_00921","IMDFGEMN_00340","KHHHHCOB_02466","KMFFNEKJ_00501"
"group_3142","","hypothetical protein","15","15","1","1","2285","","","","563","563","563","HCCBNODH_00701","GKHFBONB_00655","HMFBFOGB_01286","OCKNCMEG_00103","OIJDMNBO_02035","PPDKNGKA_02014","EPFCPEFD_01060","BJCJJAEL_01395","NFIBCCNE_01970","POKGPMKP_01863","AMPJGNCI_01897","HAOGAOPA_01238","IMDFGEMN_00624","KHHHHCOB_02182","KMFFNEKJ_00217"
"rplV","","50S ribosomal protein L22","15","15","1","1","374","","","","353","353","353","HCCBNODH_00389","GKHFBONB_00343","HMFBFOGB_01598","OCKNCMEG_00427","OIJDMNBO_02361","PPDKNGKA_02338","EPFCPEFD_01358","BJCJJAEL_01734","NFIBCCNE_02309","POKGPMKP_02160","AMPJGNCI_01600","HAOGAOPA_00899","IMDFGEMN_00318","KHHHHCOB_02488","KMFFNEKJ_00523"
"menB","","1,4-dihydroxy-2-naphthoyl-CoA synthase","15","15","1","1","3296","","","","821","821","821","HCCBNODH_01596","GKHFBONB_01550","HMFBFOGB_00393","OCKNCMEG_01855","OIJDMNBO_00966","PPDKNGKA_00948","EPFCPEFD_00155","BJCJJAEL_00500","NFIBCCNE_01074","POKGPMKP_00957","AMPJGNCI_00152","HAOGAOPA_02135","IMDFGEMN_01533","KHHHHCOB_01271","KMFFNEKJ_01883"
"sigA","","RNA polymerase sigma factor SigA","15","15","1","1","995","","","","1106","1106","1106","HCCBNODH_01085","GKHFBONB_01040","HMFBFOGB_00902","OCKNCMEG_02455","OIJDMNBO_01568","PPDKNGKA_01549","EPFCPEFD_00682","BJCJJAEL_01003","NFIBCCNE_01577","POKGPMKP_01484","AMPJGNCI_02276","HAOGAOPA_01632","IMDFGEMN_01021","KHHHHCOB_01784","KMFFNEKJ_02396"
"rny","","Ribonuclease Y","15","15","1","1","3042","","","","1559","1559","1559","HCCBNODH_01355","GKHFBONB_01310","HMFBFOGB_00632","OCKNCMEG_02093","OIJDMNBO_01204","PPDKNGKA_01186","EPFCPEFD_00392","BJCJJAEL_00736","NFIBCCNE_01310","POKGPMKP_01194","AMPJGNCI_02566","HAOGAOPA_01899","IMDFGEMN_01298","KHHHHCOB_01507","KMFFNEKJ_02119"
"yhaM","","3'-5' exoribonuclease YhaM","15","15","1","1","2064","","","","941","941","941","HCCBNODH_00819","GKHFBONB_00773","HMFBFOGB_01168","OCKNCMEG_02740","OIJDMNBO_01853","PPDKNGKA_01834","EPFCPEFD_00942","BJCJJAEL_01277","NFIBCCNE_01852","POKGPMKP_01744","AMPJGNCI_02015","HAOGAOPA_01356","IMDFGEMN_00745","KHHHHCOB_02061","KMFFNEKJ_00096"
"mnhE1","","Na(+)/H(+) antiporter subunit E1","15","15","1","1","3398","","","","479","479","479","HCCBNODH_01692","GKHFBONB_01647","HMFBFOGB_00297","OCKNCMEG_01750","OIJDMNBO_00861","PPDKNGKA_00843","EPFCPEFD_00063","BJCJJAEL_00401","NFIBCCNE_00975","POKGPMKP_00865","AMPJGNCI_00244","HAOGAOPA_02234","IMDFGEMN_01631","KHHHHCOB_01173","KMFFNEKJ_01785"
"nfuA","","Fe/S biogenesis protein NfuA","15","15","1","1","3410","","","","242","242","242","HCCBNODH_01704","GKHFBONB_01659","HMFBFOGB_00285","OCKNCMEG_01738","OIJDMNBO_00849","PPDKNGKA_00831","EPFCPEFD_00051","BJCJJAEL_00389","NFIBCCNE_00963","POKGPMKP_00853","AMPJGNCI_00256","HAOGAOPA_02246","IMDFGEMN_01643","KHHHHCOB_01161","KMFFNEKJ_01773"
"kdpC","","Potassium-transporting ATPase KdpC subunit","15","15","1","1","2445","","","","560","560","560","HCCBNODH_00572","GKHFBONB_00526","HMFBFOGB_01415","OCKNCMEG_00256","OIJDMNBO_02188","PPDKNGKA_02167","EPFCPEFD_01189","BJCJJAEL_01568","NFIBCCNE_02143","POKGPMKP_01991","AMPJGNCI_01769","HAOGAOPA_01065","IMDFGEMN_00492","KHHHHCOB_02314","KMFFNEKJ_00349"
"group_316","","hypothetical protein","15","15","1","1","2443","","","","1577","1583","1580","HCCBNODH_00574","GKHFBONB_00528","HMFBFOGB_01413","OCKNCMEG_00254","OIJDMNBO_02186","PPDKNGKA_02165","EPFCPEFD_01187","BJCJJAEL_01566","NFIBCCNE_02141","POKGPMKP_01989","AMPJGNCI_01771","HAOGAOPA_01067","IMDFGEMN_00494","KHHHHCOB_02312","KMFFNEKJ_00347"
"rpmA","","50S ribosomal protein L27","15","15","1","1","913","","","","284","284","284","HCCBNODH_01004","GKHFBONB_00959","HMFBFOGB_00983","OCKNCMEG_02536","OIJDMNBO_01649","PPDKNGKA_01630","EPFCPEFD_00764","BJCJJAEL_01084","NFIBCCNE_01658","POKGPMKP_01566","AMPJGNCI_02193","HAOGAOPA_01551","IMDFGEMN_00939","KHHHHCOB_01866","KMFFNEKJ_02478"
